gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,bachelor's degree,free/reduced,none,53,56,60
female,group A,some high school,free/reduced,none,47,57,55
male,group E,some college,standard,completed,96,90,87
male,group E,some college,free/reduced,none,59,58,57
female,group C,some college,standard,completed,74,86,84
male,group A,some college,free/reduced,none,64,66,62
female,group C,high school,free/reduced,completed,47,71,69
female,group A,some high school,free/reduced,none,38,41,44
female,group C,some high school,standard,none,42,52,49
male,group E,some high school,free/reduced,completed,73,78,70
male,group C,some high school,free/reduced,none,48,50,44
female,group C,bachelor's degree,standard,none,46,61,59
female,group C,some college,standard,none,73,70,67
female,group D,associate's degree,standard,none,82,94,90
male,group D,some college,free/reduced,none,59,62,59
male,group D,some college,standard,none,44,35,38
male,group D,some college,standard,completed,49,42,51
female,group C,associate's degree,free/reduced,completed,72,78,82
female,group D,some college,free/reduced,completed,41,59,61
female,group E,some college,free/reduced,none,72,75,79
female,group D,some high school,standard,completed,60,63,72
female,group D,some college,free/reduced,none,78,88,83
female,group C,some college,standard,none,46,57,58
female,group C,associate's degree,free/reduced,none,65,76,76
male,group A,some high school,free/reduced,none,46,38,33
male,group D,bachelor's degree,free/reduced,none,68,61,56
male,group B,bachelor's degree,standard,none,72,69,68
female,group C,associate's degree,standard,none,67,73,74
female,group E,high school,free/reduced,none,61,69,61
male,group A,associate's degree,free/reduced,none,58,55,45
male,group D,associate's degree,standard,none,66,63,63
male,group E,high school,standard,none,76,74,61
female,group D,some college,standard,completed,48,55,65
female,group B,some high school,free/reduced,none,40,58,51
female,group C,master's degree,standard,completed,76,80,88
female,group C,bachelor's degree,free/reduced,none,55,84,83
male,group D,some college,standard,none,68,54,61
male,group B,some high school,standard,none,65,65,63
male,group B,some high school,standard,completed,75,80,74
male,group C,some college,standard,completed,73,74,72
male,group C,some college,free/reduced,none,72,65,57
female,group C,master's degree,free/reduced,none,53,62,59
male,group C,associate's degree,standard,completed,73,66,68
male,group B,some college,standard,completed,85,84,78
male,group D,associate's degree,free/reduced,none,63,74,71
male,group B,some college,free/reduced,none,60,59,52
female,group D,bachelor's degree,standard,completed,100,100,100
male,group E,some high school,free/reduced,none,61,44,42
male,group B,some college,free/reduced,none,75,66,71
male,group C,some high school,free/reduced,completed,63,71,72
female,group D,some college,free/reduced,completed,79,91,90
female,group C,bachelor's degree,standard,none,89,97,96
female,group C,high school,standard,none,59,73,69
female,group C,high school,free/reduced,none,72,87,82
female,group C,some high school,standard,none,60,73,69
female,group C,high school,free/reduced,completed,57,66,70
male,group D,some college,standard,none,65,61,60
male,group D,some college,standard,none,79,73,75
female,group C,some college,standard,none,68,68,72
male,group E,associate's degree,free/reduced,none,63,56,48
male,group C,some college,standard,none,68,57,56
female,group D,master's degree,free/reduced,completed,72,93,89
male,group E,bachelor's degree,standard,completed,92,73,80
male,group D,some high school,standard,completed,80,82,79
male,group A,associate's degree,standard,none,57,49,45
female,group D,bachelor's degree,free/reduced,none,60,69,69
female,group E,high school,standard,none,57,64,67
female,group B,some college,standard,none,76,82,84
male,group D,some college,standard,none,64,55,50
male,group E,some college,standard,none,65,51,51
female,group A,some high school,free/reduced,completed,48,60,60
male,group C,master's degree,standard,none,92,84,78
male,group D,some college,standard,none,65,63,61
female,group B,some college,standard,none,66,74,74
female,group B,some college,standard,none,83,76,86
male,group D,some high school,free/reduced,none,75,76,69
female,group A,some high school,standard,completed,77,93,86
male,group D,master's degree,standard,none,100,82,90
male,group D,high school,free/reduced,none,60,66,57
male,group B,high school,standard,none,52,56,48
female,group D,some college,standard,completed,59,74,78
male,group D,some college,standard,none,100,87,82
male,group C,associate's degree,free/reduced,none,61,56,54
male,group C,some college,free/reduced,completed,52,53,47
male,group C,high school,free/reduced,none,42,42,38
male,group C,some college,standard,none,74,69,61
male,group C,associate's degree,standard,none,70,65,64
female,group B,high school,standard,completed,75,83,85
male,group B,bachelor's degree,free/reduced,completed,73,77,79
male,group B,high school,standard,none,60,60,50
male,group E,associate's degree,standard,none,77,74,65
female,group C,some college,free/reduced,none,45,53,53
female,group C,some college,standard,none,61,69,72
female,group D,high school,standard,none,47,65,60
female,group C,high school,free/reduced,completed,42,65,61
male,group C,high school,free/reduced,none,60,57,53
female,group C,associate's degree,standard,none,84,94,95
male,group E,some college,free/reduced,none,79,69,59
female,group B,associate's degree,standard,none,77,84,83
male,group E,associate's degree,free/reduced,completed,70,71,69
female,group D,some college,standard,none,73,84,78
male,group E,some high school,standard,none,90,83,78
female,group E,bachelor's degree,standard,completed,86,90,94
male,group D,bachelor's degree,standard,none,83,73,77
female,group E,associate's degree,standard,none,73,68,70
male,group B,associate's degree,standard,none,31,27,26
female,group D,high school,standard,completed,65,69,75
female,group C,some high school,standard,completed,55,67,62
male,group D,some college,standard,completed,68,64,65
male,group B,some college,standard,none,64,64,58
male,group B,some high school,standard,completed,65,68,66
male,group A,some college,standard,none,48,41,36
male,group B,some college,standard,none,67,56,56
female,group D,some college,free/reduced,completed,51,76,74
male,group B,some college,free/reduced,completed,66,62,60
female,group D,high school,free/reduced,completed,58,68,76
male,group D,some high school,standard,none,75,73,72
male,group B,associate's degree,free/reduced,none,68,69,66
female,group C,some college,free/reduced,completed,61,72,72
male,group E,some college,standard,none,71,67,59
female,group D,master's degree,standard,none,89,94,95
female,group B,some high school,standard,none,59,67,66
female,group D,some college,standard,completed,70,71,70
male,group D,bachelor's degree,standard,none,93,83,82
female,group B,associate's degree,standard,none,57,59,59
female,group E,some college,standard,completed,54,62,68
male,group C,bachelor's degree,standard,completed,94,87,88
female,group C,associate's degree,standard,none,57,65,68
male,group C,some college,standard,none,62,49,46
male,group C,some high school,standard,none,75,73,66
male,group B,some college,standard,completed,88,84,83
male,group B,associate's degree,free/reduced,none,45,50,43
female,group C,associate's degree,standard,none,55,77,69
female,group A,some college,free/reduced,none,64,79,68
female,group E,some college,free/reduced,completed,88,97,98
female,group B,some college,standard,none,67,86,80
female,group D,master's degree,standard,none,67,74,73
male,group C,bachelor's degree,standard,completed,83,75,74
male,group B,high school,standard,none,72,68,62
male,group B,associate's degree,free/reduced,none,71,68,60
female,group C,associate's degree,standard,none,77,92,89
female,group C,some high school,standard,none,58,69,63
female,group E,some high school,standard,none,85,83,89
female,group D,bachelor's degree,free/reduced,none,43,49,52
male,group B,some high school,standard,none,82,65,64
female,group D,master's degree,standard,none,82,97,94
male,group C,some high school,standard,completed,84,67,71
male,group D,some high school,standard,none,76,68,68
female,group C,associate's degree,standard,completed,83,89,89
male,group C,high school,standard,none,70,72,64
male,group D,some college,standard,none,60,66,60
female,group B,high school,free/reduced,none,45,58,49
female,group E,high school,standard,none,55,48,48
male,group D,some high school,free/reduced,none,62,53,46
female,group C,some high school,free/reduced,none,60,76,74
male,group D,some college,free/reduced,completed,58,59,54
